Date,Open,High,Low,Close,Adj Close,Volume
2014-01-30,6.5,6.59499979019165,6.465000152587891,6.53000020980835,6.154122829437256,748200
2014-01-31,6.46999979019165,6.514999866485596,6.400000095367432,6.46999979019165,6.097576141357422,955800
2014-02-03,6.449999809265137,6.485000133514404,6.260000228881836,6.28000020980835,5.91851282119751,1436800
2014-02-04,6.324999809265137,6.414999961853027,6.260000228881836,6.34499979019165,5.979770660400391,2482400
2014-02-05,6.309999942779541,6.320000171661377,6.199999809265137,6.269999980926514,5.909088611602783,1610400
2014-02-06,6.309999942779541,6.389999866485596,6.295000076293945,6.340000152587891,5.9750590324401855,2289400
2014-02-07,6.335000038146973,6.445000171661377,6.335000038146973,6.425000190734863,6.055166721343994,1031400
2014-02-10,6.420000076293945,6.454999923706055,6.385000228881836,6.425000190734863,6.055166721343994,565800
2014-02-11,6.460000038146973,6.489999771118164,6.389999866485596,6.425000190734863,6.055166721343994,1840000
2014-02-12,6.429999828338623,6.434999942779541,6.375,6.394999980926514,6.026893138885498,1006200
2014-02-13,6.304999828338623,6.449999809265137,6.264999866485596,6.445000171661377,6.0740156173706055,1105600
2014-02-14,6.440000057220459,6.510000228881836,6.434999942779541,6.485000133514404,6.111713886260986,649200
2014-02-18,6.489999771118164,6.550000190734863,6.480000019073486,6.510000228881836,6.1352739334106445,422600
2014-02-19,6.514999866485596,6.614999771118164,6.494999885559082,6.510000228881836,6.1352739334106445,1104400
2014-02-20,6.534999847412109,6.565000057220459,6.465000152587891,6.554999828338623,6.177682399749756,1069600
2014-02-21,6.550000190734863,6.65500020980835,6.550000190734863,6.639999866485596,6.2577900886535645,461200
2014-02-24,6.675000190734863,6.90500020980835,6.664999961853027,6.849999904632568,6.455702304840088,1581600
2014-02-25,6.875,6.90500020980835,6.849999904632568,6.880000114440918,6.483976364135742,1081000
2014-02-26,6.889999866485596,7.130000114440918,6.860000133514404,7.090000152587891,6.681888580322266,1139000
2014-02-27,7.105000019073486,7.114999771118164,6.989999771118164,7.090000152587891,6.681888580322266,685600
2014-02-28,7.090000152587891,7.090000152587891,6.84499979019165,6.900000095367432,6.502824783325195,1969000
2014-03-03,6.755000114440918,6.849999904632568,6.639999866485596,6.849999904632568,6.455702304840088,1021200
2014-03-04,6.909999847412109,7.079999923706055,6.909999847412109,7.065000057220459,6.658327102661133,1190200
2014-03-05,7.074999809265137,7.099999904632568,6.960000038146973,7.059999942779541,6.653615474700928,1494800
2014-03-06,7.050000190734863,7.099999904632568,7.025000095367432,7.079999923706055,6.672464370727539,1201800
2014-03-07,6.985000133514404,6.985000133514404,6.789999961853027,6.880000114440918,6.483976364135742,1399000
2014-03-10,6.800000190734863,6.885000228881836,6.764999866485596,6.824999809265137,6.432140827178955,519600
2014-03-11,6.824999809265137,6.894999980926514,6.71999979019165,6.764999866485596,6.375594615936279,850400
2014-03-12,6.769999980926514,6.90500020980835,6.675000190734863,6.704999923706055,6.31904935836792,1047000
2014-03-13,6.679999828338623,6.735000133514404,6.489999771118164,6.514999866485596,6.13998556137085,1646000
2014-03-14,6.46999979019165,6.565000057220459,6.364999771118164,6.429999828338623,6.059878826141357,1231800
2014-03-17,6.489999771118164,6.619999885559082,6.434999942779541,6.550000190734863,6.172971725463867,457600
2014-03-18,6.519999980926514,6.650000095367432,6.519999980926514,6.625,6.243654727935791,1084200
2014-03-19,6.614999771118164,6.619999885559082,6.489999771118164,6.53000020980835,6.154122829437256,755000
2014-03-20,6.539999961853027,6.559999942779541,6.449999809265137,6.525000095367432,6.149410724639893,748200
2014-03-21,6.599999904632568,6.630000114440918,6.550000190734863,6.559999942779541,6.182395935058594,2557000
2014-03-24,6.559999942779541,6.585000038146973,6.440000057220459,6.510000228881836,6.1352739334106445,1641200
2014-03-25,6.514999866485596,6.650000095367432,6.485000133514404,6.550000190734863,6.172971725463867,757400
2014-03-26,6.585000038146973,6.630000114440918,6.510000228881836,6.525000095367432,6.149410724639893,910800
2014-03-27,6.465000152587891,6.53000020980835,6.40500020980835,6.460000038146973,6.088150978088379,911800
2014-03-28,6.5,6.639999866485596,6.485000133514404,6.574999809265137,6.196532726287842,631200
2014-03-31,6.579999923706055,6.75,6.579999923706055,6.699999809265137,6.314337253570557,776800
2014-04-01,6.735000133514404,6.889999866485596,6.730000019073486,6.864999771118164,6.469839572906494,658400
2014-04-02,6.809999942779541,6.949999809265137,6.809999942779541,6.889999866485596,6.4934000968933105,793000
2014-04-03,6.829999923706055,6.880000114440918,6.690000057220459,6.735000133514404,6.347322463989258,902200
2014-04-04,6.739999771118164,6.800000190734863,6.565000057220459,6.605000019073486,6.224806785583496,726800
2014-04-07,6.585000038146973,6.664999961853027,6.545000076293945,6.639999866485596,6.2577900886535645,951000
2014-04-08,6.65500020980835,6.695000171661377,6.565000057220459,6.619999885559082,6.238942623138428,685000
2014-04-09,6.614999771118164,6.730000019073486,6.614999771118164,6.690000057220459,6.304912567138672,1008400
2014-04-10,6.71999979019165,6.71999979019165,6.534999847412109,6.545000076293945,6.168259143829346,1333600
2014-04-11,6.550000190734863,6.715000152587891,6.550000190734863,6.599999904632568,6.220093727111816,974400
2014-04-14,6.644999980926514,6.679999828338623,6.565000057220459,6.610000133514404,6.229517936706543,702800
2014-04-15,6.715000152587891,6.849999904632568,6.664999961853027,6.760000228881836,6.370883464813232,2083600
2014-04-16,6.699999809265137,6.875,6.670000076293945,6.855000019073486,6.460414886474609,1110400
2014-04-17,6.864999771118164,6.90500020980835,6.730000019073486,6.804999828338623,6.41329288482666,1128000
2014-04-21,6.519999980926514,6.65500020980835,6.510000228881836,6.574999809265137,6.196532726287842,1254400
2014-04-22,6.489999771118164,6.525000095367432,6.21999979019165,6.25,5.890239715576172,2639400
2014-04-23,6.230000019073486,6.230000019073486,5.989999771118164,5.994999885559082,5.649918079376221,3252400
2014-04-24,6.079999923706055,6.090000152587891,5.925000190734863,5.949999809265137,5.607507705688477,2027000
2014-04-25,5.875,5.945000171661377,5.860000133514404,5.900000095367432,5.560386657714844,1845400
2014-04-28,5.954999923706055,6.059999942779541,5.949999809265137,6.014999866485596,5.668766498565674,1512000
2014-04-29,6.005000114440918,6.050000190734863,5.949999809265137,5.985000133514404,5.640493392944336,983200
2014-04-30,5.960000038146973,5.985000133514404,5.880000114440918,5.980000019073486,5.635781764984131,1439400
2014-05-01,5.989999771118164,6.010000228881836,5.945000171661377,5.965000152587891,5.621644973754883,547800
2014-05-02,5.974999904632568,6.045000076293945,5.90500020980835,6.014999866485596,5.668766498565674,1914400
2014-05-05,5.934999942779541,6.005000114440918,5.914999961853027,5.954999923706055,5.612220764160156,626400
2014-05-06,5.945000171661377,5.96999979019165,5.885000228881836,5.885000228881836,5.546250343322754,601600
2014-05-07,5.875,5.885000228881836,5.735000133514404,5.769999980926514,5.437869548797607,1369800
2014-05-08,5.650000095367432,5.875,5.644999980926514,5.84499979019165,5.508552551269531,1413600
2014-05-09,5.869999885559082,5.994999885559082,5.809999942779541,5.940000057220459,5.598084449768066,1088200
2014-05-12,5.985000133514404,6.050000190734863,5.945000171661377,6.034999847412109,5.687615394592285,797400
2014-05-13,6.070000171661377,6.074999809265137,5.925000190734863,5.980000019073486,5.635781764984131,1783800
2014-05-14,6.0,6.010000228881836,5.914999961853027,5.914999961853027,5.574522495269775,794600
2014-05-15,5.889999866485596,5.909999847412109,5.824999809265137,5.869999885559082,5.5321125984191895,777400
2014-05-16,5.880000114440918,5.880000114440918,5.735000133514404,5.800000190734863,5.466142654418945,1206200
2014-05-19,5.664999961853027,5.699999809265137,5.534999847412109,5.670000076293945,5.343624591827393,2364000
2014-05-20,5.679999828338623,5.710000038146973,5.659999847412109,5.684999942779541,5.357762813568115,1395200
2014-05-21,5.679999828338623,5.71999979019165,5.644999980926514,5.664999961853027,5.338913917541504,886200
